ID,Age,Prof,Level,Place,A01,A02,A03,A04,A05,A06,B01,B02,B03,B04,B05,B06,C01,C02,C03,C04,C05,C06,D01,D02,D03,D04,D05,D06,GF01,GF02,GF03,GF04,GF05,GF06,GF07,GF08,GF09,GF10,GF11,GF12,UF01,UF02,UF03,UF04,UF05,UF06,UF07,UF08,UF09,UF10,UF11,UF12,UF13,UF14,UF15,UF16,UF17,UF18,UF19,UF20,UF21,UF22,UF23,UF24,UF25,UF26,UF27,UF28,UF29,UF30,UF31,UF32,UF33,UF34,UF35,UF36,ZA01,ZA02,ZA03,ZA04,ZA05,ZA06,ZB01,ZB02,ZB03,ZB04,ZB05,ZB06,ZC01,ZC02,ZC03,ZC04,ZC05,ZC06,ZD01,ZD02,ZD03,ZD04,ZD05,ZD06,ZGF01,ZGF02,ZGF03,ZGF04,ZGF05,ZGF06,ZGF07,ZGF08,ZGF09,ZGF10,ZGF11,ZGF12,ZUF01,ZUF02,ZUF03,ZUF04,ZUF05,ZUF06,ZUF07,ZUF08,ZUF09,ZUF10,ZUF11,ZUF12,ZUF13,ZUF14,ZUF15,ZUF16,ZUF17,ZUF18,ZUF19,ZUF20,ZUF21,ZUF22,ZUF23,ZUF24,ZUF25,ZUF26,ZUF27,ZUF28,ZUF29,ZUF30,ZUF31,ZUF32,ZUF33,ZUF34,ZUF35,ZUF36
JE13,20,38,Adv,Jordan,1,2,2,3,4,3,3,4,3,3,2,2,3,4,4,2,4,3,3,6,6,5,5,3,3,3,5,6,2,5,5,2,3,4,3,4,1,3,2,2,2,5,3,2,6,4,2,5,4,2,2,4,2,5,3,5,4,6,6,4,3,2,3,3,3,3,5,3,3,3,6,2,1.915779937,1.149467962,1.149467962,0.383155987,-0.383155987,0.383155987,0.383155987,-0.383155987,0.383155987,0.383155987,1.149467962,1.149467962,0.383155987,-0.383155987,-0.383155987,1.149467962,-0.383155987,0.383155987,0.383155987,-1.915779937,-1.915779937,-1.149467962,-1.149467962,0.383155987,0.383155987,0.383155987,-1.149467962,-1.915779937,1.149467962,-1.149467962,-1.149467962,1.149467962,0.383155987,-0.383155987,0.383155987,-0.383155987,1.915779937,0.383155987,1.149467962,1.149467962,1.149467962,-1.149467962,0.383155987,1.149467962,-1.915779937,-0.383155987,1.149467962,-1.149467962,-0.383155987,1.149467962,1.149467962,-0.383155987,1.149467962,-1.149467962,0.383155987,-1.149467962,-0.383155987,-1.915779937,-1.915779937,-0.383155987,0.383155987,1.149467962,0.383155987,0.383155987,0.383155987,0.383155987,-1.149467962,0.383155987,0.383155987,0.383155987,-1.915779937,1.149467962
JE50,21,38,Adv,Jordan,7,7,6,7,7,4,6,6,7,7,5,6,6,5,5,6,4,6,5,4,3,5,5,3,3,3,4,6,5,7,6,7,5,7,7,5,7,6,7,7,5,6,5,3,1,6,1,1,3,3,1,3,3,3,5,1,1,3,1,1,1,3,1,2,3,2,4,3,2,3,3,1,-1.382088815,-1.382088815,-0.888485667,-1.382088815,-1.382088815,0.09872063,-0.888485667,-0.888485667,-1.382088815,-1.382088815,-0.394882518,-0.888485667,-0.888485667,-0.394882518,-0.394882518,-0.888485667,0.09872063,-0.888485667,-0.394882518,0.09872063,0.592323778,-0.394882518,-0.394882518,0.592323778,0.592323778,0.592323778,0.09872063,-0.888485667,-0.394882518,-1.382088815,-0.888485667,-1.382088815,-0.394882518,-1.382088815,-1.382088815,-0.394882518,-1.382088815,-0.888485667,-1.382088815,-1.382088815,-0.394882518,-0.888485667,-0.394882518,0.592323778,1.579530074,-0.888485667,1.579530074,1.579530074,0.592323778,0.592323778,1.579530074,0.592323778,0.592323778,0.592323778,-0.394882518,1.579530074,1.579530074,0.592323778,1.579530074,1.579530074,1.579530074,0.592323778,1.579530074,1.085926926,0.592323778,1.085926926,0.09872063,0.592323778,1.085926926,0.592323778,0.592323778,1.579530074
JE12,22,39,Adv,Jordan,3,3,4,4,3,5,5,4,4,3,3,6,3,5,3,5,5,3,6,6,4,5,5,7,7,7,6,7,7,5,7,5,5,7,6,7,5,2,7,5,4,4,5,5,1,5,5,1,5,2,4,5,6,3,3,1,1,6,6,6,3,4,3,6,3,2,2,2,6,4,3,2,0.844805659,0.844805659,0.259296787,0.259296787,0.844805659,-0.326212086,-0.326212086,0.259296787,0.259296787,0.844805659,0.844805659,-0.911720959,0.844805659,-0.326212086,0.844805659,-0.326212086,-0.326212086,0.844805659,-0.911720959,-0.911720959,0.259296787,-0.326212086,-0.326212086,-1.497229832,-1.497229832,-1.497229832,-0.911720959,-1.497229832,-1.497229832,-0.326212086,-1.497229832,-0.326212086,-0.326212086,-1.497229832,-0.911720959,-1.497229832,-0.326212086,1.430314532,-1.497229832,-0.326212086,0.259296787,0.259296787,-0.326212086,-0.326212086,2.015823405,-0.326212086,-0.326212086,2.015823405,-0.326212086,1.430314532,0.259296787,-0.326212086,-0.911720959,0.844805659,0.844805659,2.015823405,2.015823405,-0.911720959,-0.911720959,-0.911720959,0.844805659,0.259296787,0.844805659,-0.911720959,0.844805659,1.430314532,1.430314532,1.430314532,-0.911720959,0.259296787,0.844805659,1.430314532
JE15,22,39,Adv,Jordan,4,6,7,7,6,7,5,4,5,5,5,7,5,4,4,5,5,3,6,5,7,6,5,7,7,4,5,5,7,4,4,5,6,4,3,5,6,4,7,7,4,1,5,6,6,4,5,3,5,6,4,6,5,5,5,5,4,4,4,4,5,4,2,4,3,3,5,4,4,6,3,5,0.679933188,-0.855399817,-1.62306632,-1.62306632,-0.855399817,-1.62306632,-0.087733315,0.679933188,-0.087733315,-0.087733315,-0.087733315,-1.62306632,-0.087733315,0.679933188,0.679933188,-0.087733315,-0.087733315,1.447599691,-0.855399817,-0.087733315,-1.62306632,-0.855399817,-0.087733315,-1.62306632,-1.62306632,0.679933188,-0.087733315,-0.087733315,-1.62306632,0.679933188,0.679933188,-0.087733315,-0.855399817,0.679933188,1.447599691,-0.087733315,-0.855399817,0.679933188,-1.62306632,-1.62306632,0.679933188,2.982932696,-0.087733315,-0.855399817,-0.855399817,0.679933188,-0.087733315,1.447599691,-0.087733315,-0.855399817,0.679933188,-0.855399817,-0.087733315,-0.087733315,-0.087733315,-0.087733315,0.679933188,0.679933188,0.679933188,0.679933188,-0.087733315,0.679933188,2.215266194,0.679933188,1.447599691,1.447599691,-0.087733315,0.679933188,0.679933188,-0.855399817,1.447599691,-0.087733315
JE44,31,39,Adv,Jordan,6,6,7,7,5,6,6,6,7,3,7,2,2,5,2,4,4,5,3,6,7,5,5,2,3,5,6,7,7,6,7,5,6,6,6,5,7,7,7,7,6,1,5,6,1,5,1,6,6,6,6,5,2,4,3,1,1,1,1,1,1,3,3,3,1,3,1,3,3,3,2,3,-0.811019042,-0.811019042,-1.284113483,-1.284113483,-0.337924601,-0.811019042,-0.811019042,-0.811019042,-1.284113483,0.608264282,-1.284113483,1.081358723,1.081358723,-0.337924601,1.081358723,0.13516984,0.13516984,-0.337924601,0.608264282,-0.811019042,-1.284113483,-0.337924601,-0.337924601,1.081358723,0.608264282,-0.337924601,-0.811019042,-1.284113483,-1.284113483,-0.811019042,-1.284113483,-0.337924601,-0.811019042,-0.811019042,-0.811019042,-0.337924601,-1.284113483,-1.284113483,-1.284113483,-1.284113483,-0.811019042,1.554453164,-0.337924601,-0.811019042,1.554453164,-0.337924601,1.554453164,-0.811019042,-0.811019042,-0.811019042,-0.811019042,-0.337924601,1.081358723,0.13516984,0.608264282,1.554453164,1.554453164,1.554453164,1.554453164,1.554453164,1.554453164,0.608264282,0.608264282,0.608264282,1.554453164,0.608264282,1.554453164,0.608264282,0.608264282,0.608264282,1.081358723,0.608264282
JE51,26,40,Adv,Jordan,7,7,4,4,4,4,5,4,3,2,4,4,5,4,3,4,4,2,5,4,5,5,5,2,6,4,5,6,6,6,6,6,6,6,3,6,7,7,7,7,6,1,1,4,1,1,1,1,1,1,6,5,5,4,3,6,1,1,1,1,1,1,6,6,2,4,3,2,4,6,4,4,-1.603603317,-1.603603317,-0.044544537,-0.044544537,-0.044544537,-0.044544537,-0.564230797,-0.044544537,0.475141724,0.994827984,-0.044544537,-0.044544537,-0.564230797,-0.044544537,0.475141724,-0.044544537,-0.044544537,0.994827984,-0.564230797,-0.044544537,-0.564230797,-0.564230797,-0.564230797,0.994827984,-1.083917057,-0.044544537,-0.564230797,-1.083917057,-1.083917057,-1.083917057,-1.083917057,-1.083917057,-1.083917057,-1.083917057,0.475141724,-1.083917057,-1.603603317,-1.603603317,-1.603603317,-1.603603317,-1.083917057,1.514514244,1.514514244,-0.044544537,1.514514244,1.514514244,1.514514244,1.514514244,1.514514244,1.514514244,-1.083917057,-0.564230797,-0.564230797,-0.044544537,0.475141724,-1.083917057,1.514514244,1.514514244,1.514514244,1.514514244,1.514514244,1.514514244,-1.083917057,-1.083917057,0.994827984,-0.044544537,0.475141724,0.994827984,-0.044544537,-1.083917057,-0.044544537,-0.044544537
JE54,21,40,Adv,Jordan,6,1,5,6,4,1,4,4,6,2,1,6,1,2,1,1,1,1,5,5,7,6,5,2,2,6,4,4,5,5,6,2,6,6,5,6,7,2,6,6,6,6,4,1,6,3,2,6,2,2,5,2,3,4,1,3,6,6,2,1,6,2,1,6,1,1,2,2,2,1,3,1,-1.162534491,1.273915041,-0.675244584,-1.162534491,-0.187954678,1.273915041,-0.187954678,-0.187954678,-1.162534491,0.786625134,1.273915041,-1.162534491,1.273915041,0.786625134,1.273915041,1.273915041,1.273915041,1.273915041,-0.675244584,-0.675244584,-1.649824397,-1.162534491,-0.675244584,0.786625134,0.786625134,-1.162534491,-0.187954678,-0.187954678,-0.675244584,-0.675244584,-1.162534491,0.786625134,-1.162534491,-1.162534491,-0.675244584,-1.162534491,-1.649824397,0.786625134,-1.162534491,-1.162534491,-1.162534491,-1.162534491,-0.187954678,1.273915041,-1.162534491,0.299335228,0.786625134,-1.162534491,0.786625134,0.786625134,-0.675244584,0.786625134,0.299335228,-0.187954678,1.273915041,0.299335228,-1.162534491,-1.162534491,0.786625134,1.273915041,-1.162534491,0.786625134,1.273915041,-1.162534491,1.273915041,1.273915041,0.786625134,0.786625134,0.786625134,1.273915041,0.299335228,1.273915041
JE07,22,41,Adv,Jordan,3,5,2,4,4,4,4,4,3,3,2,2,3,4,4,4,4,5,3,4,3,5,5,4,3,3,2,2,7,7,5,5,3,2,2,2,3,2,3,3,3,5,4,4,3,5,4,3,2,6,3,2,3,4,4,6,2,2,2,1,5,5,2,2,3,5,3,4,5,4,2,2,0.372231302,-1.160485824,1.138589865,-0.394127261,-0.394127261,-0.394127261,-0.394127261,-0.394127261,0.372231302,0.372231302,1.138589865,1.138589865,0.372231302,-0.394127261,-0.394127261,-0.394127261,-0.394127261,-1.160485824,0.372231302,-0.394127261,0.372231302,-1.160485824,-1.160485824,-0.394127261,0.372231302,0.372231302,1.138589865,1.138589865,-2.693202951,-2.693202951,-1.160485824,-1.160485824,0.372231302,1.138589865,1.138589865,1.138589865,0.372231302,1.138589865,0.372231302,0.372231302,0.372231302,-1.160485824,-0.394127261,-0.394127261,0.372231302,-1.160485824,-0.394127261,0.372231302,1.138589865,-1.926844388,0.372231302,1.138589865,0.372231302,-0.394127261,-0.394127261,-1.926844388,1.138589865,1.138589865,1.138589865,1.904948429,-1.160485824,-1.160485824,1.138589865,1.138589865,0.372231302,-1.160485824,0.372231302,-0.394127261,-1.160485824,-0.394127261,1.138589865,1.138589865
JE17,21,41,Adv,Jordan,7,7,7,7,7,7,4,1,3,2,2,5,7,6,4,4,7,2,4,6,3,5,6,3,5,4,4,2,5,5,2,5,5,5,5,3,7,6,7,7,1,1,1,1,1,1,1,1,5,1,4,4,2,3,2,1,4,1,1,1,2,1,1,1,4,3,2,6,3,2,4,3,-1.665299117,-1.665299117,-1.665299117,-1.665299117,-1.665299117,-1.665299117,-0.220204842,1.224889433,0.26149325,0.743191341,0.743191341,-0.701902934,-1.665299117,-1.183601025,-0.220204842,-0.220204842,-1.665299117,0.743191341,-0.220204842,-1.183601025,0.26149325,-0.701902934,-1.183601025,0.26149325,-0.701902934,-0.220204842,-0.220204842,0.743191341,-0.701902934,-0.701902934,0.743191341,-0.701902934,-0.701902934,-0.701902934,-0.701902934,0.26149325,-1.665299117,-1.183601025,-1.665299117,-1.665299117,1.224889433,1.224889433,1.224889433,1.224889433,1.224889433,1.224889433,1.224889433,1.224889433,-0.701902934,1.224889433,-0.220204842,-0.220204842,0.743191341,0.26149325,0.743191341,1.224889433,-0.220204842,1.224889433,1.224889433,1.224889433,0.743191341,1.224889433,1.224889433,1.224889433,-0.220204842,0.26149325,0.743191341,-1.183601025,0.26149325,0.743191341,-0.220204842,0.26149325
JE08,26,42,Adv,Jordan,7,4,7,6,7,7,6,6,6,2,6,1,4,5,2,4,3,3,5,5,7,5,6,7,2,2,2,7,7,5,7,7,7,7,7,4,7,7,7,7,1,1,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,2,6,2,1,2,2,4,1,1,1,3,5,-1.332023166,-0.088801544,-1.332023166,-0.917615959,-1.332023166,-1.332023166,-0.917615959,-0.917615959,-0.917615959,0.74001287,-0.917615959,1.154420077,-0.088801544,-0.503208752,0.74001287,-0.088801544,0.325605663,0.325605663,-0.503208752,-0.503208752,-1.332023166,-0.503208752,-0.917615959,-1.332023166,0.74001287,0.74001287,0.74001287,-1.332023166,-1.332023166,-0.503208752,-1.332023166,-1.332023166,-1.332023166,-1.332023166,-1.332023166,-0.088801544,-1.332023166,-1.332023166,-1.332023166,-1.332023166,1.154420077,1.154420077,-0.917615959,1.154420077,1.154420077,1.154420077,1.154420077,1.154420077,1.154420077,1.154420077,1.154420077,0.325605663,0.325605663,0.325605663,0.325605663,1.154420077,1.154420077,1.154420077,1.154420077,1.154420077,0.74001287,-0.917615959,0.74001287,1.154420077,0.74001287,0.74001287,-0.088801544,1.154420077,1.154420077,1.154420077,0.325605663,-0.503208752
JE20,22,42,Adv,Jordan,7,6,5,5,5,5,1,4,4,1,1,3,2,2,1,1,1,1,5,5,7,5,7,7,2,6,4,6,6,5,7,4,4,6,2,4,6,7,7,5,5,5,6,6,1,1,5,6,2,3,2,3,2,2,1,4,6,4,1,3,6,4,1,2,1,1,2,1,2,1,2,2,-1.644900842,-1.161106476,-0.677312111,-0.677312111,-0.677312111,-0.677312111,1.257865349,-0.193517746,-0.193517746,1.257865349,1.257865349,0.290276619,0.774070984,0.774070984,1.257865349,1.257865349,1.257865349,1.257865349,-0.677312111,-0.677312111,-1.644900842,-0.677312111,-1.644900842,-1.644900842,0.774070984,-1.161106476,-0.193517746,-1.161106476,-1.161106476,-0.677312111,-1.644900842,-0.193517746,-0.193517746,-1.161106476,0.774070984,-0.193517746,-1.161106476,-1.644900842,-1.644900842,-0.677312111,-0.677312111,-0.677312111,-1.161106476,-1.161106476,1.257865349,1.257865349,-0.677312111,-1.161106476,0.774070984,0.290276619,0.774070984,0.290276619,0.774070984,0.774070984,1.257865349,-0.193517746,-1.161106476,-0.193517746,1.257865349,0.290276619,-1.161106476,-0.193517746,1.257865349,0.774070984,1.257865349,1.257865349,0.774070984,1.257865349,0.774070984,1.257865349,0.774070984,0.774070984
JE40,26,42,Adv,Jordan,4,5,5,4,5,6,4,4,5,4,5,6,5,5,5,5,5,5,4,5,5,5,4,5,4,6,6,6,6,7,6,6,6,6,6,6,7,6,7,6,6,1,1,1,1,1,6,1,6,1,6,6,6,4,4,6,1,1,1,1,5,6,6,1,5,4,6,6,4,7,5,4,0.333153347,-0.209189311,-0.209189311,0.333153347,-0.209189311,-0.751531968,0.333153347,0.333153347,-0.209189311,0.333153347,-0.209189311,-0.751531968,-0.209189311,-0.209189311,-0.209189311,-0.209189311,-0.209189311,-0.209189311,0.333153347,-0.209189311,-0.209189311,-0.209189311,0.333153347,-0.209189311,0.333153347,-0.751531968,-0.751531968,-0.751531968,-0.751531968,-1.293874626,-0.751531968,-0.751531968,-0.751531968,-0.751531968,-0.751531968,-0.751531968,-1.293874626,-0.751531968,-1.293874626,-0.751531968,-0.751531968,1.960181319,1.960181319,1.960181319,1.960181319,1.960181319,-0.751531968,1.960181319,-0.751531968,1.960181319,-0.751531968,-0.751531968,-0.751531968,0.333153347,0.333153347,-0.751531968,1.960181319,1.960181319,1.960181319,1.960181319,-0.209189311,-0.751531968,-0.751531968,1.960181319,-0.209189311,0.333153347,-0.751531968,-0.751531968,0.333153347,-1.293874626,-0.209189311,0.333153347
JE55,22,42,Adv,Jordan,2,3,1,3,1,4,3,4,4,2,2,2,2,3,3,3,2,2,5,5,7,6,6,2,3,2,2,2,2,7,5,5,5,5,7,5,4,4,4,4,4,3,3,2,4,4,4,5,2,3,2,3,3,2,1,4,2,4,3,3,1,2,1,2,2,2,1,2,1,2,2,1,0.72038782,0.07388593,1.36688971,0.07388593,1.36688971,-0.57261596,0.07388593,-0.57261596,-0.57261596,0.72038782,0.72038782,0.72038782,0.72038782,0.07388593,0.07388593,0.07388593,0.72038782,0.72038782,-1.21911785,-1.21911785,-2.512121629,-1.865619739,-1.865619739,0.72038782,0.07388593,0.72038782,0.72038782,0.72038782,0.72038782,-2.512121629,-1.21911785,-1.21911785,-1.21911785,-1.21911785,-2.512121629,-1.21911785,-0.57261596,-0.57261596,-0.57261596,-0.57261596,-0.57261596,0.07388593,0.07388593,0.72038782,-0.57261596,-0.57261596,-0.57261596,-1.21911785,0.72038782,0.07388593,0.72038782,0.07388593,0.07388593,0.72038782,1.36688971,-0.57261596,0.72038782,-0.57261596,0.07388593,0.07388593,1.36688971,0.72038782,1.36688971,0.72038782,0.72038782,0.72038782,1.36688971,0.72038782,1.36688971,0.72038782,0.72038782,1.36688971
JE39,22,43,Adv,Jordan,6,7,6,6,6,6,7,6,6,3,6,6,6,3,5,5,3,2,3,3,5,5,5,2,3,3,5,5,5,2,2,5,3,3,4,3,5,6,7,5,1,6,6,6,1,1,6,1,5,2,6,6,6,3,3,6,5,3,5,6,2,3,2,2,1,2,4,3,2,3,3,5,-1.088324761,-1.661127266,-1.088324761,-1.088324761,-1.088324761,-1.088324761,-1.661127266,-1.088324761,-1.088324761,0.630082756,-1.088324761,-1.088324761,-1.088324761,0.630082756,-0.515522255,-0.515522255,0.630082756,1.202885262,0.630082756,0.630082756,-0.515522255,-0.515522255,-0.515522255,1.202885262,0.630082756,0.630082756,-0.515522255,-0.515522255,-0.515522255,1.202885262,1.202885262,-0.515522255,0.630082756,0.630082756,0.057280251,0.630082756,-0.515522255,-1.088324761,-1.661127266,-0.515522255,1.775687767,-1.088324761,-1.088324761,-1.088324761,1.775687767,1.775687767,-1.088324761,1.775687767,-0.515522255,1.202885262,-1.088324761,-1.088324761,-1.088324761,0.630082756,0.630082756,-1.088324761,-0.515522255,0.630082756,-0.515522255,-1.088324761,1.202885262,0.630082756,1.202885262,1.202885262,1.775687767,1.202885262,0.057280251,0.630082756,1.202885262,0.630082756,0.630082756,-0.515522255
JE49,19,43,Adv,Jordan,7,7,7,7,7,7,7,4,7,7,7,4,7,2,3,4,5,3,6,6,7,5,4,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,1,1,4,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,5,1,4,5,4,5,5,3,5,7,6,6,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,0.221788934,-1.003886755,-1.003886755,-1.003886755,0.221788934,-1.003886755,1.038906061,0.630347497,0.221788934,-0.186769629,0.630347497,-0.595328192,-0.595328192,-1.003886755,-0.186769629,0.221788934,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-0.595328192,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,-1.003886755,1.447464624,1.447464624,1.447464624,0.221788934,1.447464624,1.447464624,1.447464624,1.447464624,1.447464624,1.447464624,1.447464624,0.630347497,1.038906061,1.038906061,1.038906061,1.447464624,1.447464624,1.447464624,1.447464624,1.447464624,-0.186769629,1.447464624,0.221788934,-0.186769629,0.221788934,-0.186769629,-0.186769629,0.630347497,-0.186769629,-1.003886755,-0.595328192,-0.595328192
JE19,23,44,Adv,Jordan,6,7,7,6,6,7,6,1,6,6,6,6,6,7,6,5,3,6,5,3,7,4,4,2,7,5,2,2,2,2,5,6,5,7,5,5,7,7,4,6,6,6,1,5,1,3,1,2,1,2,1,1,2,1,1,1,1,1,6,6,2,1,1,5,3,1,1,1,1,1,3,3,-0.983420512,-1.424698947,-1.424698947,-0.983420512,-0.983420512,-1.424698947,-0.983420512,1.222971662,-0.983420512,-0.983420512,-0.983420512,-0.983420512,-0.983420512,-1.424698947,-0.983420512,-0.542142077,0.340414793,-0.983420512,-0.542142077,0.340414793,-1.424698947,-0.100863642,-0.100863642,0.781693227,-1.424698947,-0.542142077,0.781693227,0.781693227,0.781693227,0.781693227,-0.542142077,-0.983420512,-0.542142077,-1.424698947,-0.542142077,-0.542142077,-1.424698947,-1.424698947,-0.100863642,-0.983420512,-0.983420512,-0.983420512,1.222971662,-0.542142077,1.222971662,0.340414793,1.222971662,0.781693227,1.222971662,0.781693227,1.222971662,1.222971662,0.781693227,1.222971662,1.222971662,1.222971662,1.222971662,1.222971662,-0.983420512,-0.983420512,0.781693227,1.222971662,1.222971662,-0.542142077,0.340414793,1.222971662,1.222971662,1.222971662,1.222971662,1.222971662,0.340414793,0.340414793
JE21,22,44,Adv,Jordan,5,5,5,5,5,5,5,5,5,3,3,4,4,4,5,7,3,3,5,3,5,7,5,5,7,7,7,7,7,7,7,7,5,7,7,7,5,7,5,1,5,5,5,3,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,-0.536123821,-0.536123821,-0.536123821,-0.536123821,-0.536123821,-0.536123821,-0.536123821,-0.536123821,-0.536123821,0.336635888,0.336635888,-0.099743967,-0.099743967,-0.099743967,-0.536123821,-1.40888353,0.336635888,0.336635888,-0.536123821,0.336635888,-0.536123821,-1.40888353,-0.536123821,-0.536123821,-1.40888353,-1.40888353,-1.40888353,-1.40888353,-1.40888353,-1.40888353,-1.40888353,-1.40888353,-0.536123821,-1.40888353,-1.40888353,-1.40888353,-0.536123821,-1.40888353,-0.536123821,1.209395597,-0.536123821,-0.536123821,-0.536123821,0.336635888,1.209395597,-0.536123821,-0.536123821,-0.536123821,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,0.773015742,1.209395597,1.209395597,0.336635888,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,1.209395597,0.336635888
JE25,30,44,Adv,Jordan,6,7,7,7,7,7,5,3,3,6,2,7,4,7,6,3,5,5,7,7,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,4,2,1,3,2,2,4,1,1,6,1,1,5,6,2,6,6,3,5,5,1,1,6,1,-0.614229803,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-0.204743268,0.614229803,0.614229803,-0.614229803,1.023716338,-1.023716338,0.204743268,-1.023716338,-0.614229803,0.614229803,-0.204743268,-0.204743268,-1.023716338,-1.023716338,-0.614229803,-0.204743268,-0.204743268,-0.614229803,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,-1.023716338,1.433202873,1.433202873,1.433202873,1.433202873,1.433202873,1.433202873,1.433202873,1.433202873,0.204743268,1.023716338,1.433202873,0.614229803,1.023716338,1.023716338,0.204743268,1.433202873,1.433202873,-0.614229803,1.433202873,1.433202873,-0.204743268,-0.614229803,1.023716338,-0.614229803,-0.614229803,0.614229803,-0.204743268,-0.204743268,1.433202873,1.433202873,-0.614229803,1.433202873
JE27,23,44,Adv,Jordan,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,3,3,3,1,3,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,-0.546229285,-0.546229285,-0.121384286,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-0.546229285,0.303460714,-0.546229285,-0.546229285,0.303460714,-0.546229285,-0.546229285,-0.546229285,-0.546229285,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-1.395919284,-0.546229285,-1.395919284,-1.395919284,0.303460714,0.303460714,0.303460714,1.153150713,0.303460714,1.153150713,1.153150713,-0.546229285,-0.121384286,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,-0.546229285,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713,1.153150713
JE46,24,44,Adv,Jordan,6,6,6,1,4,7,3,6,7,6,7,6,2,7,7,7,6,6,2,6,6,6,7,4,2,5,2,5,5,2,2,7,4,6,7,5,7,6,6,7,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,6,1,1,6,2,6,1,5,6,1,5,6,6,3,-0.872273499,-0.872273499,-0.872273499,1.2478357,-0.024229819,-1.296295339,0.39979202,-0.872273499,-1.296295339,-0.872273499,-1.296295339,-0.872273499,0.82381386,-1.296295339,-1.296295339,-1.296295339,-0.872273499,-0.872273499,0.82381386,-0.872273499,-0.872273499,-0.872273499,-1.296295339,-0.024229819,0.82381386,-0.448251659,0.82381386,-0.448251659,-0.448251659,0.82381386,0.82381386,-1.296295339,-0.024229819,-0.872273499,-1.296295339,-0.448251659,-1.296295339,-0.872273499,-0.872273499,-1.296295339,1.2478357,1.2478357,1.2478357,1.2478357,1.2478357,1.2478357,1.2478357,0.82381386,1.2478357,1.2478357,1.2478357,0.82381386,0.82381386,0.82381386,0.82381386,0.82381386,1.2478357,1.2478357,-0.872273499,1.2478357,1.2478357,-0.872273499,0.82381386,-0.872273499,1.2478357,-0.448251659,-0.872273499,1.2478357,-0.448251659,-0.872273499,-0.872273499,0.39979202
JE02,24,45,Adv,Jordan,6,4,3,4,4,4,6,5,6,5,3,3,6,4,6,2,6,5,7,6,6,4,6,2,4,7,4,5,5,6,4,5,6,4,6,6,3,7,4,2,5,1,4,1,1,4,2,1,1,2,2,4,2,2,4,3,3,2,6,5,1,2,1,6,2,1,6,2,1,2,2,6,-1.164437492,-0.091929276,0.444324833,-0.091929276,-0.091929276,-0.091929276,-1.164437492,-0.628183384,-1.164437492,-0.628183384,0.444324833,0.444324833,-1.164437492,-0.091929276,-1.164437492,0.980578941,-1.164437492,-0.628183384,-1.700691601,-1.164437492,-1.164437492,-0.091929276,-1.164437492,0.980578941,-0.091929276,-1.700691601,-0.091929276,-0.628183384,-0.628183384,-1.164437492,-0.091929276,-0.628183384,-1.164437492,-0.091929276,-1.164437492,-1.164437492,0.444324833,-1.700691601,-0.091929276,0.980578941,-0.628183384,1.516833049,-0.091929276,1.516833049,1.516833049,-0.091929276,0.980578941,1.516833049,1.516833049,0.980578941,0.980578941,-0.091929276,0.980578941,0.980578941,-0.091929276,0.444324833,0.444324833,0.980578941,-1.164437492,-0.628183384,1.516833049,0.980578941,1.516833049,-1.164437492,0.980578941,1.516833049,-1.164437492,0.980578941,1.516833049,0.980578941,0.980578941,-1.164437492
